freq,indic_env,wst_oper,geo\TIME_PERIOD	2004 	2006 	2008 	2010 	2012 	2014 	2016 	2018 	2020 
A,FAC,DSP_L,PT2	0 	0 	: 	: 	4 	13 	13 	5 	4 
A,FAC,DSP_L,PT20	: 	: 	: 	: 	4 	13 	13 	5 	4 
A,FAC,DSP_L,PT3	2 	0 	: 	: 	4 	7 	8 	8 	3 
A,FAC,DSP_L,PT30	2 	: 	: 	: 	4 	7 	8 	8 	3 
A,FAC,DSP_L,RO	449 	410 	343 	145 	129 	114 	108 	96 	97 
A,FAC,DSP_L,RO01	0 	: 	: 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_L,RO02	66 	: 	: 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_L,RO03	59 	: 	: 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_L,RO04	69 	: 	: 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_L,RO05	76 	: 	: 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_L,RO06	51 	: 	: 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_L,RO07	63 	: 	: 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_L,RO08	65 	: 	: 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_L,RO1	: 	142 	91 	41 	33 	28 	25 	19 	21 
A,FAC,DSP_L,RO11	: 	66 	40 	29 	20 	15 	15 	8 	9 
A,FAC,DSP_L,RO12	: 	76 	51 	12 	13 	13 	10 	11 	12 
A,FAC,DSP_L,RO2	: 	107 	89 	38 	35 	35 	35 	31 	31 
A,FAC,DSP_L,RO21	: 	54 	45 	15 	14 	16 	17 	17 	16 
A,FAC,DSP_L,RO22	: 	53 	44 	23 	21 	19 	18 	14 	15 
A,FAC,DSP_L,RO3	: 	63 	31 	18 	22 	19 	19 	23 	22 
A,FAC,DSP_L,RO31	: 	59 	28 	15 	19 	16 	16 	20 	20 
A,FAC,DSP_L,RO32	: 	4 	3 	3 	3 	3 	3 	3 	2 
A,FAC,DSP_L,RO4	: 	98 	132 	48 	39 	32 	29 	23 	23 
A,FAC,DSP_L,RO41	: 	55 	69 	26 	21 	22 	21 	17 	16 
A,FAC,DSP_L,RO42	: 	43 	63 	22 	18 	10 	8 	6 	7 
A,FAC,DSP_L,RS	: 	: 	: 	: 	: 	: 	: 	: 	0 
A,FAC,DSP_L,RS1	: 	: 	: 	: 	: 	: 	: 	: 	0 
A,FAC,DSP_L,RS11	: 	: 	: 	: 	: 	: 	: 	: 	0 
A,FAC,DSP_L,RS12	: 	: 	: 	: 	: 	: 	: 	: 	0 
A,FAC,DSP_L,RS2	: 	: 	: 	: 	: 	: 	: 	: 	0 
A,FAC,DSP_L,RS21	: 	: 	: 	: 	: 	: 	: 	: 	0 
A,FAC,DSP_L,RS22	: 	: 	: 	: 	: 	: 	: 	: 	0 
A,FAC,DSP_L,SE	271 	292 	239 	189 	227 	228 	221 e	175 	188 e
A,FAC,DSP_L,SE1	: 	72 	63 	59 	71 	71 	64 e	56 e	53 e
A,FAC,DSP_L,SE11	: 	14 	12 	12 	19 	19 	17 e	16 e	16 e
A,FAC,DSP_L,SE12	: 	58 	51 	47 	52 	52 	47 e	40 e	37 e
A,FAC,DSP_L,SE2	: 	96 	91 	60 	75 	75 	74 e	62 e	72 e
A,FAC,DSP_L,SE21	: 	28 	25 	17 	25 	25 	23 e	17 e	20 e
A,FAC,DSP_L,SE22	: 	25 	21 	19 	21 	21 	20 e	14 e	19 e
A,FAC,DSP_L,SE23	: 	43 	45 	24 	29 	29 	31 e	31 e	33 e
A,FAC,DSP_L,SE3	: 	124 	85 	70 	81 	82 	83 e	57 e	63 e
A,FAC,DSP_L,SE31	: 	49 	37 	31 	28 	28 	37 e	13 e	15 e
A,FAC,DSP_L,SE32	: 	28 	21 	8 	11 	12 	10 e	8 e	10 e
A,FAC,DSP_L,SE33	: 	47 	27 	31 	42 	42 	36 e	36 e	38 e
A,FAC,DSP_L,SI	69 	53 	59 	47 	37 	: 	17 	16 	17 
A,FAC,DSP_L,SI0	: 	: 	: 	47 	37 	: 	17 	16 	17 
A,FAC,DSP_L,SI01	: 	34 	34 	30 	23 	: 	: 	: 	: 
A,FAC,DSP_L,SI02	: 	19 	25 	17 	14 	: 	: 	: 	: 
A,FAC,DSP_L,SI03	: 	: 	: 	: 	: 	: 	12 	11 	11 
A,FAC,DSP_L,SI04	: 	: 	: 	: 	: 	: 	5 	5 	6 
A,FAC,DSP_L,SK	165 	160 	102 	0 	118 	122 	111 	109 	109 
A,FAC,DSP_L,SK0	: 	: 	: 	0 	118 	122 	111 	109 	109 
A,FAC,DSP_L,SK01	10 	10 	12 	11 	11 	7 	6 	6 	6 
A,FAC,DSP_L,SK02	68 	62 	38 	38 	43 	50 	41 	39 	39 
A,FAC,DSP_L,SK03	45 	45 	29 	31 	32 	30 	30 	30 	30 
A,FAC,DSP_L,SK04	42 	43 	23 	28 	32 	35 	34 	34 	34 
A,FAC,DSP_L,TR	2510 	2395 	2349 	2158 	79 	1057 	: 	867 	811 
A,FAC,DSP_L,TR1	24 	20 	5 	3 	3 	3 	: 	4 	4 
A,FAC,DSP_L,TR10	24 	20 	5 	3 	3 	3 	: 	4 	4 
A,FAC,DSP_L,TR2	159 	157 	157 	152 	151 	93 	: 	64 	59 
A,FAC,DSP_L,TR21	83 	80 	79 	74 	76 	48 	: 	30 	26 
A,FAC,DSP_L,TR22	76 	77 	78 	78 	75 	45 	: 	34 	33 
A,FAC,DSP_L,TR3	500 	453 	453 	410 	377 	137 	: 	108 	107 
A,FAC,DSP_L,TR31	66 	53 	45 	39 	34 	16 	: 	12 	9 
A,FAC,DSP_L,TR32	167 	144 	140 	141 	132 	46 	: 	37 	30 
A,FAC,DSP_L,TR33	267 	256 	268 	230 	211 	75 	: 	59 	68 
A,FAC,DSP_L,TR4	144 	133 	125 	114 	103 	67 	: 	60 	56 
A,FAC,DSP_L,TR41	81 	75 	69 	67 	64 	33 	: 	32 	28 
A,FAC,DSP_L,TR42	63 	58 	56 	47 	39 	34 	: 	28 	28 
A,FAC,DSP_L,TR5	260 	234 	251 	210 	191 	64 	: 	53 	44 
A,FAC,DSP_L,TR51	57 	48 	46 	40 	40 	19 	: 	14 	12 
A,FAC,DSP_L,TR52	203 	186 	205 	170 	151 	45 	: 	39 	32 
A,FAC,DSP_L,TR6	365 	338 	305 	292 	263 	98 	: 	73 	67 
A,FAC,DSP_L,TR61	151 	133 	128 	117 	110 	39 	: 	42 	40 
A,FAC,DSP_L,TR62	92 	89 	69 	69 	65 	27 	: 	15 	13 
A,FAC,DSP_L,TR63	122 	116 	108 	106 	88 	32 	: 	16 	14 
A,FAC,DSP_L,TR7	310 	332 	308 	296 	290 	153 	: 	120 	114 
A,FAC,DSP_L,TR71	162 	177 	177 	167 	154 	81 	: 	51 	35 
A,FAC,DSP_L,TR72	148 	155 	131 	129 	136 	72 	: 	69 	79 
A,FAC,DSP_L,TR8	247 	231 	241 	230 	192 	117 	: 	86 	70 
A,FAC,DSP_L,TR81	44 	41 	40 	37 	18 	18 	: 	17 	14 
A,FAC,DSP_L,TR82	47 	58 	56 	62 	59 	39 	: 	25 	23 
A,FAC,DSP_L,TR83	156 	132 	145 	131 	115 	60 	: 	44 	33 
A,FAC,DSP_L,TR9	133 	130 	117 	85 	89 	60 	: 	41 	36 
A,FAC,DSP_L,TR90	133 	130 	117 	: 	89 	60 	: 	: 	: 
A,FAC,DSP_L,TRA	94 	89 	92 	87 	81 	64 	: 	65 	68 
A,FAC,DSP_L,TRA1	59 	53 	55 	50 	44 	31 	: 	32 	33 
A,FAC,DSP_L,TRA2	35 	36 	37 	37 	37 	33 	: 	33 	35 
A,FAC,DSP_L,TRB	134 	142 	140 	140 	138 	100 	: 	96 	91 
A,FAC,DSP_L,TRB1	91 	88 	87 	86 	80 	50 	: 	48 	46 
A,FAC,DSP_L,TRB2	43 	54 	53 	54 	58 	50 	: 	48 	45 
A,FAC,DSP_L,TRC	140 	124 	155 	139 	150 	101 	: 	97 	95 
A,FAC,DSP_L,TRC1	49 	36 	52 	48 	47 	34 	: 	28 	28 
A,FAC,DSP_L,TRC2	37 	31 	39 	37 	38 	23 	: 	21 	21 
A,FAC,DSP_L,TRC3	54 	57 	64 	54 	65 	44 	: 	48 	46 
A,FAC,DSP_L,UK	: 	721 	561 	585 	594 e	596 	604 	629 	: 
A,FAC,DSP_L,UKC	: 	38 	23 	28 	27 e	25 	26 	26 	: 
A,FAC,DSP_L,UKC1	: 	25 	15 	18 	17 e	15 	14 	14 	: 
A,FAC,DSP_L,UKC2	: 	13 	8 	10 	10 e	10 	12 	12 	: 
A,FAC,DSP_L,UKD	: 	67 	51 	47 	45 e	49 	49 	50 	: 
A,FAC,DSP_L,UKD1	: 	12 	11 	10 	8 e	9 	8 	8 	: 
A,FAC,DSP_L,UKD2	: 	16 	14 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_L,UKD3	: 	13 	10 	8 	8 e	9 	11 	11 	: 
A,FAC,DSP_L,UKD4	: 	23 	12 	13 	13 e	14 	13 	14 	: 
A,FAC,DSP_L,UKD5	: 	3 	4 	: 	: 	: 	: 	: 	: 
A,FAC,DSP_L,UKD6	: 	: 	: 	13 	13 e	13 	13 	13 	: 
A,FAC,DSP_L,UKD7	: 	: 	: 	3 	3 e	4 	4 	4 	: 
A,FAC,DSP_L,UKE	: 	90 	62 	67 	72 e	71 	70 	70 	: 
A,FAC,DSP_L,UKE1	: 	26 	17 	20 	20 e	20 	19 	19 	: 
A,FAC,DSP_L,UKE2	: 	23 	18 	20 	22 e	21 	21 	20 	: 
A,FAC,DSP_L,UKE3	: 	23 	16 	14 	15 e	14 	15 	15 	: 
A,FAC,DSP_L,UKE4	: 	18 	11 	13 	15 e	16 	15 	16 	: 
A,FAC,DSP_L,UKF	: 	70 	55 	64 	64 e	63 	63 	63 	: 
A,FAC,DSP_L,UKF1	: 	32 	19 	27 	27 e	24 	23 	23 	: 
A,FAC,DSP_L,UKF2	: 	24 	22 	25 	25 e	26 	26 	26 	: 
A,FAC,DSP_L,UKF3	: 	14 	14 	12 	12 e	13 	14 	14 	: 
A,FAC,DSP_L,UKG	: 	44 	43 	43 	48 e	51 	51 	53 	: 
A,FAC,DSP_L,UKG1	: 	16 	17 	15 	17 e	18 	18 	18 	: 
A,FAC,DSP_L,UKG2	: 	19 	18 	19 	21 e	21 	20 	22 	: 
A,FAC,DSP_L,UKG3	: 	9 	8 	9 	10 e	12 	13 	13 	: 
A,FAC,DSP_L,UKH	: 	68 	54 	69 	75 e	82 	88 	94 	: 
A,FAC,DSP_L,UKH1	: 	37 	26 	35 	39 e	40 	45 	48 	: 
A,FAC,DSP_L,UKH2	: 	14 	13 	17 	19 e	22 	23 	25 	: 
A,FAC,DSP_L,UKH3	: 	17 	15 	17 	17 e	20 	20 	21 	: 
A,FAC,DSP_L,UKI	: 	8 	7 	8 	8 e	8 	10 	12 	: 
A,FAC,DSP_L,UKI1	: 	0 	0 	1 	1 e	: 	: 	: 	: 
A,FAC,DSP_L,UKI2	: 	8 	7 	7 	7 e	: 	: 	: 	: 
A,FAC,DSP_L,UKI3	: 	: 	: 	: 	: 	0 	0 	0 	: 
A,FAC,DSP_L,UKI4	: 	: 	: 	: 	: 	0 	0 	0 	: 
A,FAC,DSP_L,UKI5	: 	: 	: 	5 	4 	4 	6 	7 	: 
A,FAC,DSP_L,UKI6	: 	: 	: 	1 	2 	2 	2 	3 	: 
A,FAC,DSP_L,UKI7	: 	: 	: 	2 	2 	2 	2 	2 	: 
A,FAC,DSP_L,UKJ	: 	89 	73 	83 	83 e	85 	96 	108 	: 
A,FAC,DSP_L,UKJ1	: 	34 	25 	30 	30 e	32 	38 	41 	: 
A,FAC,DSP_L,UKJ2	: 	22 	18 	20 	20 e	20 	25 	28 	: 
A,FAC,DSP_L,UKJ3	: 	15 	9 	14 	14 e	14 	14 	16 	: 
A,FAC,DSP_L,UKJ4	: 	18 	21 	19 	19 e	19 	19 	23 	: 
A,FAC,DSP_L,UKK	: 	70 	54 	55 	56 e	59 	57 	58 	: 
A,FAC,DSP_L,UKK1	: 	25 	23 	21 	22 e	23 	26 	26 	: 
A,FAC,DSP_L,UKK2	: 	18 	12 	16 	16 e	17 	15 	16 	: 
A,FAC,DSP_L,UKK3	: 	9 	7 	7 	7 e	7 	6 	6 	: 
A,FAC,DSP_L,UKK4	: 	18 	12 	11 	11 e	12 	10 	10 	: 
A,FAC,DSP_L,UKL	: 	27 	33 	33 	25 e	24 	22 	21 	: 
A,FAC,DSP_L,UKL1	: 	16 	22 	22 	16 e	14 	13 	14 	: 
A,FAC,DSP_L,UKL2	: 	11 	11 	11 	9 e	10 	9 	7 	: 
A,FAC,DSP_L,UKM	: 	77 	65 	69 	71 e	58 	53 	49 	: 
A,FAC,DSP_L,UKM2	: 	25 	24 	25 	25 e	24 	: 	: 	: 
A,FAC,DSP_L,UKM3	: 	28 	20 	21 	15 e	21 	: 	: 	: 
A,FAC,DSP_L,UKM5	: 	5 	8 	9 	9 e	6 	5 	5 	: 
A,FAC,DSP_L,UKM6	: 	19 	13 	14 	22 e	15 	13 	12 	: 
A,FAC,DSP_L,UKM7	: 	: 	: 	: 	: 	18 	17 	16 	: 
A,FAC,DSP_L,UKM8	: 	: 	: 	: 	: 	7 	6 	6 	: 
A,FAC,DSP_L,UKM9	: 	: 	: 	: 	: 	12 	12 	10 	: 
A,FAC,DSP_L,UKN	: 	73 	41 	19 	20 e	21 	19 	25 	: 
A,FAC,DSP_L,UKN0	: 	73 	41 	19 	20 e	21 	19 	25 	: 
A,FAC,DSP_LH,AT	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,DSP_LH,BE	: 	: 	: 	0 	9 e	1 	15 	13 	12 
A,FAC,DSP_LH,BG	: 	: 	: 	189 	8 	8 	6 	4 	4 
A,FAC,DSP_LH,CY	: 	: 	: 	: 	1 	0 	0 	0 	0 
A,FAC,DSP_LH,CY0	: 	: 	: 	: 	1 	0 	0 	0 	0 
A,FAC,DSP_LH,CY00	: 	: 	: 	: 	1 	0 	0 	0 	0 
A,FAC,DSP_LH,CZ	: 	: 	: 	34 	38 	25 	26 	25 	20 
A,FAC,DSP_LH,CZ0	: 	: 	: 	34 	38 	25 	26 	25 	20 
A,FAC,DSP_LH,DE	: 	: 	: 	34 	34 	31 	32 	30 	27 
A,FAC,DSP_LH,DK	: 	: 	: 	5 	5 	5 	5 	4 	9 b
A,FAC,DSP_LH,DK0	: 	: 	: 	5 	5 	5 	5 	4 	9 b
A,FAC,DSP_LH,EE	: 	: 	: 	7 	7 	6 	: 	7 	7 
A,FAC,DSP_LH,EE0	: 	: 	: 	7 	7 	6 	: 	7 	7 
A,FAC,DSP_LH,EE00	: 	: 	: 	7 	7 	6 	: 	7 	7 
A,FAC,DSP_LH,EL	: 	: 	: 	2 	2 	2 	: 	1 	1 e
A,FAC,DSP_LH,ES	: 	: 	: 	55 	35 	31 	19 e	18 e	19 
A,FAC,DSP_LH,EU27_2020	: 	: 	: 	512 	329 	297 	267 	295 	304 s
A,FAC,DSP_LH,EU28	: 	: 	: 	539 	355 	323 	293 	321 	: 
A,FAC,DSP_LH,FI	: 	: 	: 	53 	29 	29 	: 	50 	: 
A,FAC,DSP_LH,FR	: 	: 	: 	15 	16 	16 e	15 	15 	13 
A,FAC,DSP_LH,HR	: 	: 	: 	: 	0 	0 	0 	0 	0 
A,FAC,DSP_LH,HR0	: 	: 	: 	: 	0 	0 	0 	0 	0 
A,FAC,DSP_LH,HU	: 	: 	: 	14 	13 	12 	14 	14 	: 
A,FAC,DSP_LH,IE	: 	: 	: 	0 	: 	0 	0 	1 	: 
A,FAC,DSP_LH,IE0	: 	: 	: 	0 	: 	0 	0 	1 	: 
A,FAC,DSP_LH,IT	: 	: 	: 	10 	10 	12 	12 	11 	11 
A,FAC,DSP_LH,LT	: 	: 	: 	1 	0 	9 	12 	12 	12 
A,FAC,DSP_LH,LT0	: 	: 	: 	1 	0 	9 	12 	12 	12 
A,FAC,DSP_LH,LU	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,DSP_LH,LU0	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,DSP_LH,LU00	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,DSP_LH,LV	: 	: 	: 	2 	2 	2 	2 	1 	1 
A,FAC,DSP_LH,LV0	: 	: 	: 	2 	2 	2 	2 	1 	1 
A,FAC,DSP_LH,LV00	: 	: 	: 	2 	2 	2 	2 	1 	1 
A,FAC,DSP_LH,ME	: 	: 	: 	: 	: 	: 	0 	0 	: 
A,FAC,DSP_LH,MT	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,DSP_LH,MT0	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,DSP_LH,MT00	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,DSP_LH,NL	: 	: 	: 	1 	1 	1 	1 	1 	1 
A,FAC,DSP_LH,NO	: 	: 	: 	8 	10 	10 	10 	10 	14 
A,FAC,DSP_LH,NO0	: 	: 	: 	8 	10 	10 	10 	10 	14 
A,FAC,DSP_LH,PL	: 	: 	: 	48 	49 	33 	33 	31 	38 
A,FAC,DSP_LH,PT	: 	: 	: 	2 	2 	2 	2 	3 	3 
A,FAC,DSP_LH,RO	: 	: 	: 	8 	7 	11 	11 	11 	11 
A,FAC,DSP_LH,RS	: 	: 	: 	: 	: 	: 	: 	: 	0 
A,FAC,DSP_LH,SE	: 	: 	: 	31 	49 	50 	51 e	32 e	39 e
A,FAC,DSP_LH,SI	: 	: 	: 	1 	1 	: 	1 	1 	1 
A,FAC,DSP_LH,SI0	: 	: 	: 	1 	1 	: 	1 	1 	1 
A,FAC,DSP_LH,SK	: 	: 	: 	: 	11 	11 	10 	10 	10 
A,FAC,DSP_LH,SK0	: 	: 	: 	: 	11 	11 	10 	10 	10 
A,FAC,DSP_LH,TR	: 	: 	: 	1 	4 	9 	: 	28 	34 
A,FAC,DSP_LH,UK	: 	: 	: 	27 	26 e	26 	26 	26 	: 
A,FAC,DSP_LH,UKI5	: 	: 	: 	1 	1 	: 	: 	: 	: 
A,FAC,DSP_LIN,AT	: 	: 	: 	35 	36 	35 	33 	33 	964 
A,FAC,DSP_LIN,BE	: 	: 	: 	0 	4 e	28 	10 	8 	5 
A,FAC,DSP_LIN,BG	: 	: 	: 	13 	3 	6 	8 	10 	10 
A,FAC,DSP_LIN,CY	: 	: 	: 	0 	2 	2 	2 	2 	8 
A,FAC,DSP_LIN,CY0	: 	: 	: 	0 	2 	2 	2 	2 	8 
A,FAC,DSP_LIN,CY00	: 	: 	: 	0 	2 	2 	2 	2 	8 
A,FAC,DSP_LIN,CZ	: 	: 	: 	78 	78 	25 	24 	23 	18 
A,FAC,DSP_LIN,CZ0	: 	: 	: 	78 	78 	25 	24 	23 	18 
A,FAC,DSP_LIN,DE	: 	: 	: 	828 	805 	818 	813 	771 	719 
A,FAC,DSP_LIN,DK	: 	: 	: 	7 	6 	6 	6 	13 	1 b
A,FAC,DSP_LIN,DK0	: 	: 	: 	7 	6 	6 	6 	13 	1 b
A,FAC,DSP_LIN,EE	: 	: 	: 	2 	2 	2 	: 	1 	1 
A,FAC,DSP_LIN,EE0	: 	: 	: 	2 	2 	2 	: 	1 	1 
A,FAC,DSP_LIN,EE00	: 	: 	: 	2 	2 	2 	: 	1 	1 
A,FAC,DSP_LIN,EL	: 	: 	: 	: 	0 	0 	: 	0 	0 e
A,FAC,DSP_LIN,ES	: 	: 	: 	133 	183 	197 	240 e	218 e	183 e
A,FAC,DSP_LIN,EU27_2020	: 	: 	: 	1471 	2130 	2469 	2542 	2564 	3455 s
A,FAC,DSP_LIN,EU28	: 	: 	: 	1687 	2356 	2712 	2796 	2854 	: 
A,FAC,DSP_LIN,FI	: 	: 	: 	47 	43 	43 	: 	51 	: 
A,FAC,DSP_LIN,FR	: 	: 	: 	: 	657 e	1000 e	1154 	1179 	1247 
A,FAC,DSP_LIN,HR	: 	: 	: 	: 	1 	1 	1 	1 	2 
A,FAC,DSP_LIN,HR0	: 	: 	: 	: 	1 	1 	1 	1 	2 
A,FAC,DSP_LIN,HU	: 	: 	: 	9 	6 	13 	9 	9 	: 
A,FAC,DSP_LIN,IE	: 	: 	: 	5 	: 	: 	: 	6 	: 
A,FAC,DSP_LIN,IE0	: 	: 	: 	5 	: 	: 	: 	6 	: 
A,FAC,DSP_LIN,IT	: 	: 	: 	221 	185 	182 	171 	149 	131 
A,FAC,DSP_LIN,LT	: 	: 	: 	3 	3 	2 	2 	1 	1 
A,FAC,DSP_LIN,LT0	: 	: 	: 	3 	3 	2 	2 	1 	1 
A,FAC,DSP_LIN,LU	: 	: 	: 	11 	11 	11 	9 	9 	9 
A,FAC,DSP_LIN,LU0	: 	: 	: 	11 	11 	11 	9 	9 	9 
A,FAC,DSP_LIN,LU00	: 	: 	: 	11 	11 	11 	9 	9 	9 
A,FAC,DSP_LIN,LV	: 	: 	: 	0 	0 	0 	: 	0 	: 
A,FAC,DSP_LIN,LV0	: 	: 	: 	0 	0 	0 	: 	0 	: 
A,FAC,DSP_LIN,LV00	: 	: 	: 	0 	0 	0 	: 	0 	: 
A,FAC,DSP_LIN,ME	: 	: 	: 	: 	: 	: 	0 	0 	: 
A,FAC,DSP_LIN,MT	: 	: 	: 	8 	0 	0 	0 	0 	0 
A,FAC,DSP_LIN,MT0	: 	: 	: 	8 	0 	0 	0 	0 	0 
A,FAC,DSP_LIN,MT00	: 	: 	: 	8 	0 	0 	0 	0 	0 
A,FAC,DSP_LIN,NL	: 	: 	: 	: 	: 	: 	0 	0 	0 
A,FAC,DSP_LIN,NO	: 	: 	: 	14 	19 	20 	21 	26 	28 
A,FAC,DSP_LIN,NO0	: 	: 	: 	14 	19 	20 	21 	26 	28 
A,FAC,DSP_LIN,PL	: 	: 	: 	8 	9 	6 	8 	12 	13 
A,FAC,DSP_LIN,PT	: 	: 	: 	: 	4 	5 	0 	5 	4 
A,FAC,DSP_LIN,RO	: 	: 	: 	0 	0 	0 	1 	2 	3 
A,FAC,DSP_LIN,RS	: 	: 	: 	: 	: 	: 	: 	: 	0 
A,FAC,DSP_LIN,SE	: 	: 	: 	52 	67 	70 	37 e	45 e	53 e
A,FAC,DSP_LIN,SI	: 	: 	: 	11 	10 	: 	2 	2 	3 
A,FAC,DSP_LIN,SI0	: 	: 	: 	11 	10 	: 	2 	2 	3 
A,FAC,DSP_LIN,SK	: 	: 	: 	: 	15 	17 	12 	14 	14 
A,FAC,DSP_LIN,SK0	: 	: 	: 	: 	15 	17 	12 	14 	14 
A,FAC,DSP_LIN,TR	: 	: 	: 	0 	: c	6 	: 	8 	8 
A,FAC,DSP_LIN,UK	: 	: 	: 	216 	226 e	243 	254 	290 	: 
A,FAC,DSP_LIN,UKI5	: 	: 	: 	3 	2 	: 	: 	: 	: 
A,FAC,DSP_LIN,UKI6	: 	: 	: 	: 	1 	: 	: 	: 	: 
A,FAC,DSP_LIN,UKI7	: 	: 	: 	1 	1 	: 	: 	: 	: 
A,FAC,DSP_LNH,AT	: 	: 	: 	156 	153 	157 	158 	149 	147 
A,FAC,DSP_LNH,BE	: 	: 	: 	0 	51 e	2 	24 	24 	21 
A,FAC,DSP_LNH,BG	: 	: 	: 	10 	176 	139 	125 	66 	66 
A,FAC,DSP_LNH,CY	: 	: 	: 	4 	4 	4 	4 	4 	3 
A,FAC,DSP_LNH,CY0	: 	: 	: 	4 	4 	4 	4 	4 	3 
A,FAC,DSP_LNH,CY00	: 	: 	: 	4 	4 	4 	4 	4 	3 
A,FAC,DSP_LNH,CZ	: 	: 	: 	157 	147 	145 	141 	141 	126 
A,FAC,DSP_LNH,CZ0	: 	: 	: 	157 	147 	145 	141 	141 	126 
A,FAC,DSP_LNH,DE	: 	: 	: 	322 	308 	294 	276 	265 	269 
A,FAC,DSP_LNH,DK	: 	: 	: 	31 	30 	30 	32 	31 	30 b
A,FAC,DSP_LNH,DK0	: 	: 	: 	31 	30 	30 	32 	31 	30 b
A,FAC,DSP_LNH,EE	: 	: 	: 	6 	6 	5 	: 	5 	5 
A,FAC,DSP_LNH,EE0	: 	: 	: 	6 	6 	5 	: 	5 	5 
A,FAC,DSP_LNH,EE00	: 	: 	: 	6 	6 	5 	: 	5 	5 
A,FAC,DSP_LNH,EL	: 	: 	: 	237 	176 	167 	: 	89 	89 e
A,FAC,DSP_LNH,ES	: 	: 	: 	207 	302 	215 	209 e	202 e	194 
A,FAC,DSP_LNH,EU27_2020	: 	: 	: 	3030 	3377 	2944 	2412 	2567 	2405 s
A,FAC,DSP_LNH,EU28	: 	: 	: 	3372 	3719 	3271 	2736 	2880 	: 
A,FAC,DSP_LNH,FI	: 	: 	: 	168 	155 	156 	: 	87 	: 
A,FAC,DSP_LNH,FR	: 	: 	: 	252 	245 	238 	222 	220 	217 
A,FAC,DSP_LNH,FRA1	: 	: 	: 	2 	: 	: 	: 	: 	: 
A,FAC,DSP_LNH,FRA2	: 	: 	: 	3 	: 	: 	: 	: 	: 
A,FAC,DSP_LNH,FRA3	: 	: 	: 	3 	: 	: 	: 	: 	: 
A,FAC,DSP_LNH,FRA4	: 	: 	: 	2 	: 	: 	: 	: 	: 
A,FAC,DSP_LNH,FRA5	: 	: 	: 	1 	: 	: 	: 	: 	: 
A,FAC,DSP_LNH,HR	: 	: 	: 	: 	145 	141 	140 	126 	91 
A,FAC,DSP_LNH,HR0	: 	: 	: 	: 	145 	141 	140 	126 	91 
A,FAC,DSP_LNH,HU	: 	: 	: 	89 	92 	84 	82 	82 	: 
A,FAC,DSP_LNH,IE	: 	: 	: 	94 	: 	: 	: 	10 	: 
A,FAC,DSP_LNH,IE0	: 	: 	: 	94 	: 	: 	: 	10 	: 
A,FAC,DSP_LNH,IT	: 	: 	: 	303 	275 	243 	202 	184 	176 
A,FAC,DSP_LNH,LT	: 	: 	: 	10 	11 	11 	11 	11 	11 
A,FAC,DSP_LNH,LT0	: 	: 	: 	10 	11 	11 	11 	11 	11 
A,FAC,DSP_LNH,LU	: 	: 	: 	2 	2 	2 	1 	1 	1 
A,FAC,DSP_LNH,LU0	: 	: 	: 	2 	2 	2 	1 	1 	1 
A,FAC,DSP_LNH,LU00	: 	: 	: 	2 	2 	2 	1 	1 	1 
A,FAC,DSP_LNH,LV	: 	: 	: 	11 	11 	11 	11 	11 	10 
A,FAC,DSP_LNH,LV0	: 	: 	: 	11 	11 	11 	11 	11 	10 
A,FAC,DSP_LNH,LV00	: 	: 	: 	11 	11 	11 	11 	11 	10 
A,FAC,DSP_LNH,ME	: 	: 	: 	: 	: 	: 	2 	2 	: 
A,FAC,DSP_LNH,MT	: 	: 	: 	1 	1 	1 	2 	1 	1 
A,FAC,DSP_LNH,MT0	: 	: 	: 	1 	1 	1 	2 	1 	1 
A,FAC,DSP_LNH,MT00	: 	: 	: 	1 	1 	1 	2 	1 	1 
A,FAC,DSP_LNH,NL	: 	: 	: 	37 	39 	38 	37 	37 	56 
A,FAC,DSP_LNH,NO	: 	: 	: 	77 	82 	82 	80 	77 	87 
A,FAC,DSP_LNH,NO0	: 	: 	: 	77 	82 	82 	80 	77 	87 
A,FAC,DSP_LNH,PL	: 	: 	: 	610 	643 	493 	350 	498 	398 
A,FAC,DSP_LNH,PT	: 	: 	: 	45 	54 	63 	53 	44 	38 
A,FAC,DSP_LNH,RO	: 	: 	: 	137 	122 	103 	96 	83 	83 
A,FAC,DSP_LNH,RS	: 	: 	: 	: 	: 	: 	: 	: 	0 
A,FAC,DSP_LNH,SE	: 	: 	: 	106 	111 e	108 	133 e	98 e	96 e
