Country;Year;Year;Country;Waste_rate;recycling_rate;gdp;higher_education;population;life_expectancy;energy_consumption_in_households;export;import;recycling_percent;geo_long;geo;Waste_Category;Recycling_Category
United Kingdom;2011;2011;United Kingdom;31066.0;13056.0;101.276;76.2;63258810.0;77.0;597.0;113494.175;109030.225;42.03;United Kingdom;UK;Waste_rate-Bin 59;recycling_rate-Bin 35
United Kingdom;2012;2012;United Kingdom;30413.0;12961.0;102.724;77.8;63700215.0;75.0;643.0;115943.85;111648.79999999999;42.62;United Kingdom;UK;Waste_rate-Bin 57;recycling_rate-Bin 35
United Kingdom;2013;2013;United Kingdom;30890.0;13353.0;104.97;78.3;64128273.0;75.3;646.0;116016.375;113453.57499999998;43.23;United Kingdom;UK;Waste_rate-Bin 58;recycling_rate-Bin 36
United Kingdom;2014;2014;United Kingdom;31129.0;13510.0;107.975;79.1;64602298.0;75.2;554.0;114664.82500000001;118829.97499999999;43.4;United Kingdom;UK;Waste_rate-Bin 59;recycling_rate-Bin 37
United Kingdom;2015;2015;United Kingdom;31475.0;13630.0;110.527;79.7;65116219.0;75.3;572.0;114807.97499999999;116476.97499999999;43.3;United Kingdom;UK;Waste_rate-Bin 59;recycling_rate-Bin 37
United Kingdom;2016;2016;United Kingdom;31710.0;13938.0;112.43;79.5;65611593.0;75.1;579.0;117479.4;120548.025;43.95;United Kingdom;UK;Waste_rate-Bin 60;recycling_rate-Bin 38
United Kingdom;2017;2017;United Kingdom;30912.0;13531.0;114.387;80.0;66058859.0;76.3;557.0;119614.25;127214.30000000002;43.77;United Kingdom;UK;Waste_rate-Bin 58;recycling_rate-Bin 37
United Kingdom;2018;2018;United Kingdom;30786.0;13577.0;115.82;80.3;66460344.0;76.0;576.0;120768.925;127822.42499999999;44.1;United Kingdom;UK;Waste_rate-Bin 58;recycling_rate-Bin 37
United Kingdom;2019;2019;United Kingdom;6279.5;3007.0;117.407;80.9;66836327.0;76.1;571.0;114837.5;113616.07500000001;47.89;United Kingdom;UK;Waste_rate-Bin 12;recycling_rate-Bin 8
United Kingdom;2020;2020;United Kingdom;6000.0;3095.5;114.7165;76.9;67081234.0;76.4;793.5;132027.5;135856.65000000002;51.59;United Kingdom;UK;Waste_rate-Bin 11;recycling_rate-Bin 9
United Kingdom;2021;2021;United Kingdom;4320.0;1651.0;118.214;75.3;67026292.0;78.4;864.0;74258.8;53221.4;38.22;United Kingdom;UK;Waste_rate-Bin 8;recycling_rate-Bin 5
